Algo | QType | QID | Count | Hash | Time_ms | Mem_Tree_MB | Mem_Delta_MB | Nodes
PACZ | Range_Small | 0 | 865 | 8899415417787 | 0.0246366 | 73.2685 | 0 | 305
PACZ | Range_Small | 1 | 5 | 32164021620 | 0.0026226 | 73.2685 | 0 | 105
PACZ | Range_Small | 2 | 943 | 11846497830510 | 0.0209808 | 73.2685 | 0 | 313
PACZ | Range_Small | 3 | 2602 | 26408266885833 | 0.0429948 | 73.2685 | 0 | 471
PACZ | Range_Small | 4 | 138 | 965687201796 | 0.00596046 | 73.2685 | 0 | 183
PACZ | Range_Small | 5 | 1521 | 21843008212710 | 0.0232855 | 73.2685 | 0 | 391
PACZ | Range_Small | 6 | 1034 | 14267239386444 | 0.0163714 | 73.2685 | 0 | 275
PACZ | Range_Small | 7 | 73 | 756601697484 | 0.00500679 | 73.2685 | 0 | 171
PACZ | Range_Small | 8 | 18677 | 224553629848437 | 0.21402 | 73.2685 | 0 | 2177
PACZ | Range_Small | 9 | 3015 | 39252159539418 | 0.0343323 | 73.2685 | 0 | 431
PACZ | Range_Small | 10 | 9473 | 117615065804550 | 0.136375 | 73.2685 | 0 | 1303
PACZ | Range_Small | 11 | 1105 | 8015719996758 | 0.0256697 | 73.2685 | 0 | 345
PACZ | Range_Small | 12 | 1403 | 19722087449556 | 0.0243187 | 73.2685 | 0 | 389
PACZ | Range_Small | 13 | 18548 | 218167614666504 | 0.181357 | 73.2685 | 0 | 2019
PACZ | Range_Small | 14 | 3206 | 39488490270918 | 0.0343323 | 73.2685 | 0 | 489
PACZ | Range_Small | 15 | 476 | 4883510694012 | 0.0186761 | 73.2685 | 0 | 341
PACZ | Range_Small | 16 | 495 | 7005666314928 | 0.00929832 | 73.2685 | 0 | 207
PACZ | Range_Small | 17 | 232 | 2418453407754 | 0.0112851 | 73.2685 | 0 | 237
PACZ | Range_Small | 18 | 212 | 2588282734599 | 0.00802676 | 73.2685 | 0 | 231
PACZ | Range_Small | 19 | 5333 | 65897774271795 | 0.0773271 | 73.2685 | 0 | 815
PACZ | Range_Small | 20 | 2593 | 28740011315316 | 0.04673 | 73.2685 | 0 | 445
PACZ | Range_Small | 21 | 197 | 1927872400611 | 0.0130335 | 73.2685 | 0 | 191
PACZ | Range_Small | 22 | 2009 | 21122890946385 | 0.0343323 | 73.2685 | 0 | 417
PACZ | Range_Small | 23 | 333 | 3964495827732 | 0.0107288 | 73.2685 | 0 | 245
PACZ | Range_Small | 24 | 8 | 62596654329 | 0.00397364 | 73.2685 | 0 | 137
PACZ | Range_Small | 25 | 93 | 1109461848912 | 0.00596046 | 73.2685 | 0 | 183
PACZ | Range_Small | 26 | 79 | 818197998021 | 0.00397364 | 73.2685 | 0 | 145
PACZ | Range_Small | 27 | 475 | 6600771567504 | 0.0103315 | 73.2685 | 0 | 279
PACZ | Range_Small | 28 | 1046 | 12393516307233 | 0.0236034 | 73.2685 | 0 | 335
PACZ | Range_Small | 29 | 1397 | 16937406228690 | 0.0263055 | 73.2685 | 0 | 331
PACZ | Range_Small | 30 | 58 | 600964864197 | 0.00762939 | 73.2685 | 0 | 109
PACZ | Range_Small | 31 | 609 | 7427140856181 | 0.0200272 | 73.2685 | 0 | 307
PACZ | Range_Small | 32 | 1098 | 13820221890948 | 0.0273387 | 73.2685 | 0 | 321
PACZ | Range_Small | 33 | 3696 | 42566979341829 | 0.0636578 | 73.2685 | 0 | 591
PACZ | Range_Small | 34 | 2689 | 27922405339938 | 0.0420411 | 73.2685 | 0 | 463
PACZ | Range_Small | 35 | 879 | 10827472754052 | 0.0179609 | 73.2685 | 0 | 383
PACZ | Range_Small | 36 | 1344 | 18788458095201 | 0.0193119 | 73.2685 | 0 | 405
PACZ | Range_Small | 37 | 1388 | 21983189949216 | 0.0320276 | 73.2685 | 0 | 359
PACZ | Range_Small | 38 | 414 | 4282447722996 | 0.0139872 | 73.2685 | 0 | 237
PACZ | Range_Small | 39 | 992 | 13929109716117 | 0.0202656 | 73.2685 | 0 | 345
PACZ | Range_Small | 40 | 577 | 8062591366713 | 0.0112851 | 73.2685 | 0 | 309
PACZ | Range_Small | 41 | 724 | 9913784698929 | 0.0156562 | 73.2685 | 0 | 313
PACZ | Range_Small | 42 | 918 | 10809132450780 | 0.0156562 | 73.2685 | 0 | 305
PACZ | Range_Small | 43 | 434 | 5651807326554 | 0.0100136 | 73.2685 | 0 | 245
PACZ | Range_Small | 44 | 14 | 125798066517 | 0.00333786 | 73.2685 | 0 | 139
PACZ | Range_Small | 45 | 250 | 1205419495317 | 0.00905991 | 73.2685 | 0 | 221
PACZ | Range_Small | 46 | 353 | 4640143331355 | 0.0109673 | 73.2685 | 0 | 247
PACZ | Range_Small | 47 | 2975 | 36468239262171 | 0.0420411 | 73.2685 | 0 | 475
PACZ | Range_Small | 48 | 466 | 5569275782985 | 0.0140667 | 73.2685 | 0 | 235
PACZ | Range_Small | 49 | 654 | 9006711904200 | 0.0162919 | 73.2685 | 0 | 297
PACZ | Range_Small | 50 | 1761 | 24482891197668 | 0.0290076 | 73.2685 | 0 | 397
PACZ | Range_Small | 51 | 15 | 113837136651 | 0.00532468 | 73.2685 | 0 | 181
PACZ | Range_Small | 52 | 1782 | 22318953263319 | 0.0363191 | 73.2685 | 0 | 401
PACZ | Range_Small | 53 | 115 | 1145388183900 | 0.00866254 | 73.2685 | 0 | 219
PACZ | Range_Small | 54 | 648 | 6647706770898 | 0.0226498 | 73.2685 | 0 | 329
PACZ | Range_Small | 55 | 1070 | 14782795667553 | 0.0246366 | 73.2685 | 0 | 349
PACZ | Range_Small | 56 | 787 | 9913083169494 | 0.0170072 | 73.2685 | 0 | 251
PACZ | Range_Small | 57 | 2161 | 25753590303906 | 0.0323455 | 73.2685 | 0 | 437
PACZ | Range_Small | 58 | 1177 | 14727720016563 | 0.015974 | 73.2685 | 0 | 329
PACZ | Range_Small | 59 | 1604 | 16752670195197 | 0.0317097 | 73.2685 | 0 | 421
PACZ | Range_Small | 60 | 18030 | 218079080081235 | 0.218312 | 73.2685 | 0 | 2149
PACZ | Range_Small | 61 | 1258 | 13879869566766 | 0.0216961 | 73.2685 | 0 | 299
PACZ | Range_Small | 62 | 417 | 5977653480474 | 0.0129541 | 73.2685 | 0 | 217
PACZ | Range_Small | 63 | 1614 | 22570234782444 | 0.018994 | 73.2685 | 0 | 391
PACZ | Range_Small | 64 | 1952 | 23580433202673 | 0.0293255 | 73.2685 | 0 | 443
PACZ | Range_Small | 65 | 13 | 128514626658 | 0.00429153 | 73.2685 | 0 | 133
PACZ | Range_Small | 66 | 3695 | 45340898549436 | 0.0520547 | 73.2685 | 0 | 639
PACZ | Range_Small | 67 | 610 | 7386306054603 | 0.0256697 | 73.2685 | 0 | 271
PACZ | Range_Small | 68 | 576 | 6910183831950 | 0.0160535 | 73.2685 | 0 | 279
PACZ | Range_Small | 69 | 397 | 4769583550608 | 0.0153383 | 73.2685 | 0 | 267
PACZ | Range_Small | 70 | 2739 | 28202871186315 | 0.0449816 | 73.2685 | 0 | 485
PACZ | Range_Small | 71 | 1961 | 17538643115229 | 0.0363191 | 73.2685 | 0 | 431
PACZ | Range_Small | 72 | 20144 | 242398493630451 | 0.25932 | 73.2685 | 0 | 2311
PACZ | Range_Small | 73 | 3862 | 47697755696106 | 0.05428 | 73.2685 | 0 | 737
PACZ | Range_Small | 74 | 1692 | 26863683877698 | 0.0323455 | 73.2685 | 0 | 395
PACZ | Range_Small | 75 | 978 | 12287651923206 | 0.0253518 | 73.2685 | 0 | 315
PACZ | Range_Small | 76 | 935 | 9991942759800 | 0.0270208 | 73.2685 | 0 | 385
PACZ | Range_Small | 77 | 462 | 5650349660913 | 0.0156562 | 73.2685 | 0 | 253
PACZ | Range_Small | 78 | 5157 | 63312939510465 | 0.0720024 | 73.2685 | 0 | 845
PACZ | Range_Small | 79 | 543 | 3977848041303 | 0.0129541 | 73.2685 | 0 | 263
PACZ | Range_Small | 80 | 1770 | 17884056255765 | 0.0397364 | 73.2685 | 0 | 485
PACZ | Range_Small | 81 | 520 | 5398045687284 | 0.0106494 | 73.2685 | 0 | 253
PACZ | Range_Small | 82 | 146 | 1209900120420 | 0.00627836 | 73.2685 | 0 | 179
PACZ | Range_Small | 83 | 230 | 2542719140724 | 0.0170072 | 73.2685 | 0 | 227
PACZ | Range_Small | 84 | 5303 | 65040303460767 | 0.0723203 | 73.2685 | 0 | 753
PACZ | Range_Small | 85 | 449 | 4293388645737 | 0.0186761 | 73.2685 | 0 | 239
PACZ | Range_Small | 86 | 643 | 7592367431877 | 0.0229677 | 73.2685 | 0 | 319
PACZ | Range_Small | 87 | 7 | 44856329331 | 0.00301997 | 73.2685 | 0 | 99
PACZ | Range_Small | 88 | 2066 | 25657554586137 | 0.0347296 | 73.2685 | 0 | 421
PACZ | Range_Small | 89 | 6307 | 76008662267865 | 0.0859896 | 73.2685 | 0 | 939
PACZ | Range_Small | 90 | 411 | 3226180904550 | 0.0153383 | 73.2685 | 0 | 225
PACZ | Range_Small | 91 | 1738 | 17179724408679 | 0.0223319 | 73.2685 | 0 | 373
PACZ | Range_Small | 92 | 2138 | 25786628038641 | 0.0356833 | 73.2685 | 0 | 401
PACZ | Range_Small | 93 | 27 | 284577202590 | 0.0093778 | 73.2685 | 0 | 179
PACZ | Range_Small | 94 | 822 | 11379653013570 | 0.0123183 | 73.2685 | 0 | 247
PACZ | Range_Small | 95 | 1488 | 18507397771485 | 0.0319481 | 73.2685 | 0 | 421
PACZ | Range_Small | 96 | 92 | 1094516908407 | 0.00961622 | 73.2685 | 0 | 185
PACZ | Range_Small | 97 | 1012 | 9867006463422 | 0.0173251 | 73.2685 | 0 | 335
PACZ | Range_Small | 98 | 1216 | 14647577115207 | 0.0166893 | 73.2685 | 0 | 321
PACZ | Range_Small | 99 | 1627 | 18676540227300 | 0.018994 | 73.2685 | 0 | 321
PACZ | Range_Medium | 0 | 23838 | 284772852283761 | 0.218312 | 73.2685 | 0 | 2315
PACZ | Range_Medium | 1 | 51428 | 704697204365823 | 0.494639 | 73.2685 | 0 | 4439
PACZ | Range_Medium | 2 | 43568 | 602854759981461 | 0.372648 | 73.2685 | 0 | 3927
PACZ | Range_Medium | 3 | 2376 | 29674985208213 | 0.0236829 | 73.2685 | 0 | 341
PACZ | Range_Medium | 4 | 21391 | 231843474566022 | 0.215689 | 73.2685 | 0 | 2115
PACZ | Range_Medium | 5 | 88273 | 1037099106242934 | 0.9257 | 73.2685 | 0 | 8081
PACZ | Range_Medium | 6 | 34190 | 367636491168690 | 0.29095 | 73.2685 | 0 | 3377
PACZ | Range_Medium | 7 | 82077 | 966939693246528 | 0.849009 | 73.2685 | 0 | 7763
PACZ | Range_Medium | 8 | 12946 | 156462410819640 | 0.10999 | 73.2685 | 0 | 1279
PACZ | Range_Medium | 9 | 1254 | 10642147586085 | 0.0149409 | 73.2685 | 0 | 293
PACZ | Range_Medium | 10 | 9311 | 110041038545391 | 0.0816186 | 73.2685 | 0 | 947
PACZ | Range_Medium | 11 | 12987 | 147934841384475 | 0.113964 | 73.2685 | 0 | 1331
PACZ | Range_Medium | 12 | 15931 | 182148525475689 | 0.146389 | 73.2685 | 0 | 1603
PACZ | Range_Medium | 13 | 26747 | 284837971628565 | 0.223637 | 73.2685 | 0 | 2543
PACZ | Range_Medium | 14 | 46329 | 505709849887740 | 0.436306 | 73.2685 | 0 | 4207
PACZ | Range_Medium | 15 | 34772 | 404786930110581 | 0.331004 | 73.2685 | 0 | 3471
PACZ | Range_Medium | 16 | 50669 | 693334313220324 | 0.45236 | 73.2685 | 0 | 4359
PACZ | Range_Medium | 17 | 75150 | 816055258008843 | 0.813007 | 73.2685 | 0 | 6583
PACZ | Range_Medium | 18 | 71545 | 772379254768356 | 0.706355 | 73.2685 | 0 | 6329
PACZ | Range_Medium | 19 | 40346 | 422212015693719 | 0.41763 | 73.2685 | 0 | 3883
PACZ | Range_Medium | 20 | 22676 | 262130421430206 | 0.237703 | 73.2685 | 0 | 2417
PACZ | Range_Medium | 21 | 94571 | 1109611795587672 | 1.11866 | 73.2685 | 0 | 8707
PACZ | Range_Medium | 22 | 43756 | 495438970455951 | 0.432968 | 73.2685 | 0 | 4037
PACZ | Range_Medium | 23 | 65339 | 682313886018471 | 0.698646 | 73.2685 | 0 | 5841
PACZ | Range_Medium | 24 | 692 | 4904905206177 | 0.0113646 | 73.2685 | 0 | 203
PACZ | Range_Medium | 25 | 6055 | 69750529540221 | 0.0747045 | 73.2685 | 0 | 769
PACZ | Range_Medium | 26 | 23810 | 251309769431091 | 0.243028 | 73.2685 | 0 | 2267
PACZ | Range_Medium | 27 | 98756 | 1162891321316463 | 1.15863 | 73.2685 | 0 | 9029
PACZ | Range_Medium | 28 | 6237 | 78176466889614 | 0.0680288 | 73.2685 | 0 | 777
PACZ | Range_Medium | 29 | 87662 | 1032506682930054 | 0.975927 | 73.2685 | 0 | 8109
PACZ | Range_Medium | 30 | 6320 | 77431382686356 | 0.0749429 | 73.2685 | 0 | 849
PACZ | Range_Medium | 31 | 28011 | 376619023891722 | 0.281016 | 73.2685 | 0 | 2685
PACZ | Range_Medium | 32 | 9232 | 99059895915426 | 0.108719 | 73.2685 | 0 | 1137
PACZ | Range_Medium | 33 | 99086 | 1164905541316722 | 1.14298 | 73.2685 | 0 | 8973
PACZ | Range_Medium | 34 | 67437 | 777701430180768 | 0.739654 | 73.2685 | 0 | 5967
PACZ | Range_Medium | 35 | 43992 | 496789202285049 | 0.475645 | 73.2685 | 0 | 4005
PACZ | Range_Medium | 36 | 67049 | 772212984747150 | 0.710328 | 73.2685 | 0 | 5941
PACZ | Range_Medium | 37 | 98770 | 1162511887521618 | 1.24868 | 73.2685 | 0 | 9035
PACZ | Range_Medium | 38 | 16045 | 192084820962492 | 0.169675 | 73.2685 | 0 | 1499
PACZ | Range_Medium | 39 | 63012 | 732434512311048 | 0.734965 | 73.2685 | 0 | 5575
PACZ | Range_Medium | 40 | 57134 | 587928311901981 | 0.624339 | 73.2685 | 0 | 5077
PACZ | Range_Medium | 41 | 26152 | 296677878293442 | 0.286341 | 73.2685 | 0 | 2751
PACZ | Range_Medium | 42 | 88075 | 1036285983359310 | 1.11103 | 73.2685 | 0 | 8113
PACZ | Range_Medium | 43 | 86653 | 1012893394698597 | 1.00764 | 73.2685 | 0 | 8105
PACZ | Range_Medium | 44 | 52467 | 548227184906508 | 0.587622 | 73.2685 | 0 | 4685
PACZ | Range_Medium | 45 | 16389 | 195854085939699 | 0.182708 | 73.2685 | 0 | 1777
PACZ | Range_Medium | 46 | 12399 | 140951912299236 | 0.144005 | 73.2685 | 0 | 1457
PACZ | Range_Medium | 47 | 52371 | 712792267504971 | 0.562986 | 73.2685 | 0 | 4545
PACZ | Range_Medium | 48 | 62221 | 641674660340049 | 0.705322 | 73.2685 | 0 | 5623
PACZ | Range_Medium | 49 | 4170 | 49770182082687 | 0.0493526 | 73.2685 | 0 | 557
PACZ | Range_Medium | 50 | 19194 | 222739853691186 | 0.200351 | 73.2685 | 0 | 1967
PACZ | Range_Medium | 51 | 64630 | 690597980530224 | 0.682672 | 73.2685 | 0 | 5615
PACZ | Range_Medium | 52 | 1 | 13072934046 | 0.00206629 | 73.2685 | 0 | 49
PACZ | Range_Medium | 53 | 26691 | 319316907096489 | 0.269651 | 73.2685 | 0 | 2611
PACZ | Range_Medium | 54 | 22074 | 267543514045365 | 0.208298 | 73.2685 | 0 | 2229
PACZ | Range_Medium | 55 | 83488 | 970546732850166 | 1.00303 | 73.2685 | 0 | 7795
