Algo | QType | QID | Count | Hash | Time_ms | Mem_Tree_MB | Mem_Delta_MB | Nodes
PACZ | Range_Small | 0 | 16714 | 200404832116341 | 0.260989 | 80.6597 | 0 | 1983
PACZ | Range_Small | 1 | 15743 | 184334006750016 | 0.165701 | 80.6597 | 0 | 1915
PACZ | Range_Small | 2 | 784 | 8111289329544 | 0.0177224 | 80.6597 | 0 | 337
PACZ | Range_Small | 3 | 16 | 210270545922 | 0.00635783 | 80.6597 | 0 | 177
PACZ | Range_Small | 4 | 622 | 7420754880027 | 0.0126362 | 80.6597 | 0 | 269
PACZ | Range_Small | 5 | 1689 | 17841430843554 | 0.0209808 | 80.6597 | 0 | 373
PACZ | Range_Small | 6 | 3677 | 45442368311289 | 0.0733534 | 80.6597 | 0 | 715
PACZ | Range_Small | 7 | 1462 | 12459459642468 | 0.0302792 | 80.6597 | 0 | 361
PACZ | Range_Small | 8 | 24 | 371465264742 | 0.00429153 | 80.6597 | 0 | 147
PACZ | Range_Small | 9 | 121 | 1253737023069 | 0.00365575 | 80.6597 | 0 | 111
PACZ | Range_Small | 10 | 952 | 11274549299394 | 0.0290076 | 80.6597 | 0 | 367
PACZ | Range_Small | 11 | 2295 | 26251196808540 | 0.0253518 | 80.6597 | 0 | 413
PACZ | Range_Small | 12 | 792 | 9670920821730 | 0.0302792 | 80.6597 | 0 | 323
PACZ | Range_Small | 13 | 60 | 567740654385 | 0.0103315 | 80.6597 | 0 | 179
PACZ | Range_Small | 14 | 3779 | 49194191257083 | 0.0329812 | 80.6597 | 0 | 457
PACZ | Range_Small | 15 | 155 | 1494694416186 | 0.00540415 | 80.6597 | 0 | 167
PACZ | Range_Small | 16 | 1814 | 20914457939502 | 0.0270208 | 80.6597 | 0 | 481
PACZ | Range_Small | 17 | 1 | 9732714495 | 0.00230471 | 80.6597 | 0 | 67
PACZ | Range_Small | 18 | 929 | 11679616902717 | 0.0206629 | 80.6597 | 0 | 307
PACZ | Range_Small | 19 | 1697 | 18696619259052 | 0.0266234 | 80.6597 | 0 | 443
PACZ | Range_Small | 20 | 78 | 1084620013977 | 0.00564257 | 80.6597 | 0 | 187
PACZ | Range_Small | 21 | 628 | 8578274732262 | 0.0252724 | 80.6597 | 0 | 241
PACZ | Range_Small | 22 | 1570 | 16468306585797 | 0.0343323 | 80.6597 | 0 | 453
PACZ | Range_Small | 23 | 141 | 1559258559300 | 0.00866254 | 80.6597 | 0 | 227
