Algo | QType | QID | Count | Hash | Time_ms | Mem_Tree_MB | Mem_Delta_MB | Nodes
PACZ | Range_Small | 0 | 151 | 1630612098009 | 0.0143846 | 67.0989 | 0 | 193
PACZ | Range_Small | 1 | 18984 | 224231277586701 | 0.247637 | 67.0989 | 0 | 2241
PACZ | Range_Small | 2 | 2026 | 24165032466990 | 0.0243187 | 67.0989 | 0 | 419
PACZ | Range_Small | 3 | 166 | 1723245182424 | 0.00770887 | 67.0989 | 0 | 217
PACZ | Range_Small | 4 | 228 | 2795899085106 | 0.00969569 | 67.0989 | 0 | 169
PACZ | Range_Small | 5 | 336 | 3488025966567 | 0.014623 | 67.0989 | 0 | 285
PACZ | Range_Small | 6 | 3297 | 42926125907265 | 0.0346502 | 67.0989 | 0 | 437
PACZ | Range_Small | 7 | 1160 | 13919928210702 | 0.0150204 | 67.0989 | 0 | 295
PACZ | Range_Small | 8 | 252 | 3712826120706 | 0.00834465 | 67.0989 | 0 | 219
PACZ | Range_Small | 9 | 924 | 12678240265635 | 0.0197093 | 67.0989 | 0 | 279
PACZ | Range_Small | 10 | 1406 | 14856190543986 | 0.0326633 | 67.0989 | 0 | 403
PACZ | Range_Small | 11 | 416 | 4968641925087 | 0.00596046 | 67.0989 | 0 | 179
PACZ | Range_Small | 12 | 163 | 2335497464346 | 0.00532468 | 67.0989 | 0 | 179
PACZ | Range_Small | 13 | 615 | 8512207980345 | 0.00969569 | 67.0989 | 0 | 229
PACZ | Range_Small | 14 | 2544 | 26278158243657 | 0.0300407 | 67.0989 | 0 | 527
PACZ | Range_Small | 15 | 1151 | 14062629507807 | 0.0163714 | 67.0989 | 0 | 307
PACZ | Range_Small | 16 | 157 | 1969053222492 | 0.00532468 | 67.0989 | 0 | 175
PACZ | Range_Small | 17 | 815 | 6136335532221 | 0.0123183 | 67.0989 | 0 | 277
PACZ | Range_Small | 18 | 1223 | 16774295837403 | 0.017643 | 67.0989 | 0 | 341
PACZ | Range_Small | 19 | 690 | 8218646248281 | 0.0147025 | 67.0989 | 0 | 245
PACZ | Range_Small | 20 | 385 | 3803949651417 | 0.0100136 | 67.0989 | 0 | 231
PACZ | Range_Small | 21 | 224 | 3194358499497 | 0.00905991 | 67.0989 | 0 | 265
PACZ | Range_Small | 22 | 596 | 6360451526100 | 0.0206629 | 67.0989 | 0 | 311
PACZ | Range_Small | 23 | 746 | 10470147533469 | 0.0093778 | 67.0989 | 0 | 203
PACZ | Range_Small | 24 | 4239 | 52490538292668 | 0.0536442 | 67.0989 | 0 | 559
PACZ | Range_Small | 25 | 696 | 8677981818357 | 0.0123183 | 67.0989 | 0 | 281
PACZ | Range_Small | 26 | 788 | 12394141836246 | 0.0183582 | 67.0989 | 0 | 297
PACZ | Range_Small | 27 | 76 | 532472895924 | 0.00564257 | 67.0989 | 0 | 181
PACZ | Range_Small | 28 | 495 | 6334578356745 | 0.0112851 | 67.0989 | 0 | 289
PACZ | Range_Small | 29 | 580 | 5688514079505 | 0.0136693 | 67.0989 | 0 | 297
PACZ | Range_Small | 30 | 804 | 9804988371948 | 0.0203451 | 67.0989 | 0 | 269
PACZ | Range_Small | 31 | 8784 | 109211429487696 | 0.106017 | 67.0989 | 0 | 1111
PACZ | Range_Small | 32 | 4316 | 58289426102634 | 0.0522931 | 67.0989 | 0 | 619
PACZ | Range_Small | 33 | 11814 | 136505968874049 | 0.147343 | 67.0989 | 0 | 1603
