Algo | QType | QID | Count | Hash | Time_ms | Mem_Tree_MB | Mem_Delta_MB | Nodes
PACZ | Range_Small | 0 | 245 | 2838648214722 | 0.00898043 | 130.994 | 0 | 193
PACZ | Range_Small | 1 | 1008 | 14158959043635 | 0.0240008 | 130.994 | 0 | 401
PACZ | Range_Small | 2 | 388 | 4964879299158 | 0.0163714 | 130.994 | 0 | 245
PACZ | Range_Small | 3 | 2608 | 25947990936930 | 0.0329812 | 130.994 | 0 | 487
PACZ | Range_Small | 4 | 277 | 3447740353569 | 0.00961622 | 130.994 | 0 | 225
PACZ | Range_Small | 5 | 3707 | 45049797481803 | 0.0513395 | 130.994 | 0 | 635
PACZ | Range_Small | 6 | 41 | 433411300632 | 0.00635783 | 130.994 | 0 | 175
PACZ | Range_Small | 7 | 1305 | 13979033420601 | 0.0252724 | 130.994 | 0 | 333
PACZ | Range_Small | 8 | 43 | 412564126929 | 0.00397364 | 130.994 | 0 | 133
PACZ | Range_Small | 9 | 718 | 8599324236087 | 0.0163714 | 130.994 | 0 | 247
PACZ | Range_Small | 10 | 1892 | 24101204296005 | 0.0246366 | 130.994 | 0 | 375
PACZ | Range_Small | 11 | 5192 | 67124927285859 | 0.0656446 | 130.994 | 0 | 737
PACZ | Range_Small | 12 | 421 | 5951145998916 | 0.00969569 | 130.994 | 0 | 241
PACZ | Range_Small | 13 | 1693 | 18126667092012 | 0.0280539 | 130.994 | 0 | 369
PACZ | Range_Small | 14 | 2504 | 30202352897931 | 0.0303586 | 130.994 | 0 | 425
PACZ | Range_Small | 15 | 40 | 207664850691 | 0.00635783 | 130.994 | 0 | 179
PACZ | Range_Small | 16 | 1969 | 23421518956914 | 0.0340144 | 130.994 | 0 | 415
PACZ | Range_Small | 17 | 12 | 175389093198 | 0.00802676 | 130.994 | 0 | 139
PACZ | Range_Small | 18 | 1184 | 16597724161494 | 0.0179609 | 130.994 | 0 | 359
PACZ | Range_Small | 19 | 7391 | 87189784609374 | 0.113646 | 130.994 | 0 | 1049
PACZ | Range_Small | 20 | 860 | 10570026641778 | 0.0240008 | 130.994 | 0 | 289
PACZ | Range_Small | 21 | 1886 | 19029449239050 | 0.032266 | 130.994 | 0 | 415
PACZ | Range_Small | 22 | 2438 | 29363247236133 | 0.0266234 | 130.994 | 0 | 423
PACZ | Range_Small | 23 | 18219 | 216530893257411 | 0.232299 | 130.994 | 0 | 2187
PACZ | Range_Small | 24 | 273 | 3789078919614 | 0.0109673 | 130.994 | 0 | 163
PACZ | Range_Small | 25 | 4407 | 54144686113221 | 0.0656446 | 130.994 | 0 | 703
PACZ | Range_Small | 26 | 12666 | 155214877103694 | 0.162363 | 130.994 | 0 | 1547
PACZ | Range_Small | 27 | 2344 | 27193337673201 | 0.0459353 | 130.994 | 0 | 455
PACZ | Range_Small | 28 | 193 | 2024069065875 | 0.0073115 | 130.994 | 0 | 195
PACZ | Range_Small | 29 | 256 | 2456745386535 | 0.00532468 | 130.994 | 0 | 139
PACZ | Range_Small | 30 | 593 | 7081396727784 | 0.0106494 | 130.994 | 0 | 247
PACZ | Range_Small | 31 | 319 | 3702943285251 | 0.0133514 | 130.994 | 0 | 217
PACZ | Range_Small | 32 | 875 | 8744652614547 | 0.0139872 | 130.994 | 0 | 275
PACZ | Range_Small | 33 | 1939 | 21941319410532 | 0.0343323 | 130.994 | 0 | 473
PACZ | Range_Small | 34 | 5107 | 65779761607251 | 0.0677109 | 130.994 | 0 | 727
PACZ | Range_Small | 35 | 6284 | 77890857271950 | 0.0870228 | 130.994 | 0 | 903
PACZ | Range_Small | 36 | 265 | 3682636160424 | 0.0127157 | 130.994 | 0 | 181
PACZ | Range_Small | 37 | 561 | 5789396836575 | 0.015974 | 130.994 | 0 | 339
PACZ | Range_Small | 38 | 224 | 2756943403650 | 0.0133514 | 130.994 | 0 | 215
PACZ | Range_Small | 39 | 313 | 3829673643081 | 0.00961622 | 130.994 | 0 | 245
PACZ | Range_Small | 40 | 220 | 2711333740584 | 0.0129541 | 130.994 | 0 | 219
PACZ | Range_Small | 41 | 16521 | 200597398681920 | 0.212987 | 130.994 | 0 | 2011
PACZ | Range_Small | 42 | 397 | 4684707830190 | 0.0180403 | 130.994 | 0 | 313
PACZ | Range_Small | 43 | 188 | 1868754230334 | 0.00532468 | 130.994 | 0 | 165
PACZ | Range_Small | 44 | 3920 | 46667014180983 | 0.0476042 | 130.994 | 0 | 587
PACZ | Range_Small | 45 | 17 | 174070664214 | 0.00762939 | 130.994 | 0 | 107
PACZ | Range_Small | 46 | 1858 | 19069193962074 | 0.0323455 | 130.994 | 0 | 449
PACZ | Range_Small | 47 | 322 | 3911197502073 | 0.0100136 | 130.994 | 0 | 251
PACZ | Range_Small | 48 | 2178 | 21351842917134 | 0.0350475 | 130.994 | 0 | 481
PACZ | Range_Small | 49 | 1014 | 13773419050260 | 0.0203451 | 130.994 | 0 | 277
PACZ | Range_Small | 50 | 128 | 563356135572 | 0.00596046 | 130.994 | 0 | 171
PACZ | Range_Small | 51 | 193 | 907004744937 | 0.00596046 | 130.994 | 0 | 177
PACZ | Range_Small | 52 | 688 | 8690164344993 | 0.0162919 | 130.994 | 0 | 311
PACZ | Range_Small | 53 | 933 | 9859165567044 | 0.014623 | 130.994 | 0 | 277
PACZ | Range_Small | 54 | 17696 | 213811806272541 | 0.177701 | 130.994 | 0 | 2069
PACZ | Range_Small | 55 | 29 | 249544892733 | 0.00762939 | 130.994 | 0 | 107
PACZ | Range_Small | 56 | 684 | 7270798422501 | 0.0143846 | 130.994 | 0 | 291
PACZ | Range_Small | 57 | 1380 | 14041270996653 | 0.022014 | 130.994 | 0 | 311
PACZ | Range_Small | 58 | 670 | 9058515487092 | 0.022014 | 130.994 | 0 | 251
PACZ | Range_Small | 59 | 10150 | 124820052480609 | 0.146389 | 130.994 | 0 | 1369
PACZ | Range_Small | 60 | 149 | 1587101900529 | 0.0109673 | 130.994 | 0 | 191
PACZ | Range_Small | 61 | 4808 | 59357799889398 | 0.0736713 | 130.994 | 0 | 737
PACZ | Range_Small | 62 | 15978 | 187842225862491 | 0.161012 | 130.994 | 0 | 1869
PACZ | Range_Small | 63 | 1532 | 16065689410746 | 0.0236829 | 130.994 | 0 | 395
PACZ | Range_Small | 64 | 12771 | 148392845123334 | 0.150681 | 130.994 | 0 | 1657
PACZ | Range_Small | 65 | 484 | 4389585888240 | 0.0162919 | 130.994 | 0 | 263
PACZ | Range_Small | 66 | 2312 | 29065640838159 | 0.0380675 | 130.994 | 0 | 499
PACZ | Range_Small | 67 | 1268 | 15172061236128 | 0.0246366 | 130.994 | 0 | 377
PACZ | Range_Small | 68 | 3675 | 45939112615743 | 0.0403722 | 130.994 | 0 | 639
PACZ | Range_Small | 69 | 1292 | 15222500284248 | 0.0166893 | 130.994 | 0 | 307
PACZ | Range_Small | 70 | 1124 | 13067041686489 | 0.0166893 | 130.994 | 0 | 327
PACZ | Range_Small | 71 | 5859 | 77439218059860 | 0.0587304 | 130.994 | 0 | 775
PACZ | Range_Small | 72 | 1098 | 17433243419391 | 0.018994 | 130.994 | 0 | 337
PACZ | Range_Small | 73 | 593 | 7074886871568 | 0.0116825 | 130.994 | 0 | 251
PACZ | Range_Small | 74 | 500 | 5964934987008 | 0.011603 | 130.994 | 0 | 273
PACZ | Range_Small | 75 | 1 | 1746122127 | 0.00198682 | 130.994 | 0 | 87
PACZ | Range_Small | 76 | 225 | 2277623228181 | 0.00905991 | 130.994 | 0 | 225
PACZ | Range_Small | 77 | 1724 | 20080564499619 | 0.0249545 | 130.994 | 0 | 391
PACZ | Range_Small | 78 | 16486 | 193333962979191 | 0.138998 | 130.994 | 0 | 1929
PACZ | Range_Small | 79 | 4714 | 63016547231130 | 0.0460148 | 130.994 | 0 | 721
PACZ | Range_Small | 80 | 470 | 5886321082284 | 0.0123183 | 130.994 | 0 | 293
PACZ | Range_Small | 81 | 3969 | 47423185293960 | 0.042359 | 130.994 | 0 | 641
PACZ | Range_Small | 82 | 1165 | 16285400676474 | 0.0200272 | 130.994 | 0 | 373
PACZ | Range_Small | 83 | 954 | 10049493553005 | 0.0120004 | 130.994 | 0 | 251
