Algo | QType | QID | Count | Hash | Time_ms | Mem_Tree_MB | Mem_Delta_MB | Nodes
PACZ | Range_Small | 0 | 926 | 9223741758363 | 0.0373522 | 51.6998 | 0 | 355
PACZ | Range_Small | 1 | 12958 | 160631428422195 | 0.137329 | 51.6998 | 0 | 1519
PACZ | Range_Small | 2 | 4047 | 49847559539310 | 0.0576973 | 51.6998 | 0 | 743
PACZ | Range_Small | 3 | 108 | 1596493769301 | 0.00572205 | 51.6998 | 0 | 177
PACZ | Range_Small | 4 | 110 | 1581255788973 | 0.0113646 | 51.6998 | 0 | 209
PACZ | Range_Small | 5 | 705 | 7412434091046 | 0.0253518 | 51.6998 | 0 | 255
PACZ | Range_Small | 6 | 5759 | 72519643225344 | 0.0756582 | 51.6998 | 0 | 733
PACZ | Range_Small | 7 | 1012 | 12878216251398 | 0.0197093 | 51.6998 | 0 | 305
PACZ | Range_Small | 8 | 908 | 10827990242670 | 0.0170072 | 51.6998 | 0 | 339
PACZ | Range_Small | 9 | 5961 | 75027257976621 | 0.0793934 | 51.6998 | 0 | 827
PACZ | Range_Small | 10 | 1145 | 11852012527140 | 0.023365 | 51.6998 | 0 | 381
PACZ | Range_Small | 11 | 548 | 6729326762553 | 0.0113646 | 51.6998 | 0 | 269
PACZ | Range_Small | 12 | 507 | 6046080739788 | 0.00834465 | 51.6998 | 0 | 231
PACZ | Range_Small | 13 | 282 | 3538057984608 | 0.0103315 | 51.6998 | 0 | 247
PACZ | Range_Small | 14 | 21381 | 255286731831780 | 0.23969 | 51.6998 | 0 | 2181
PACZ | Range_Small | 15 | 21 | 290269537416 | 0.00532468 | 51.6998 | 0 | 169
PACZ | Range_Small | 16 | 53 | 651228875562 | 0.00405312 | 51.6998 | 0 | 175
PACZ | Range_Small | 17 | 17924 | 220803289562751 | 0.157674 | 51.6998 | 0 | 1879
PACZ | Range_Small | 18 | 21 | 290269537416 | 0.0046889 | 51.6998 | 0 | 157
PACZ | Range_Small | 19 | 760 | 9461182232406 | 0.0140667 | 51.6998 | 0 | 287
PACZ | Range_Small | 20 | 538 | 6474069015093 | 0.0126362 | 51.6998 | 0 | 309
PACZ | Range_Small | 21 | 900 | 10780851496470 | 0.011603 | 51.6998 | 0 | 281
PACZ | Range_Small | 22 | 600 | 6637988953437 | 0.0139872 | 51.6998 | 0 | 321
PACZ | Range_Small | 23 | 747 | 8502678177057 | 0.0123183 | 51.6998 | 0 | 259
PACZ | Range_Small | 24 | 325 | 3889755381456 | 0.00898043 | 51.6998 | 0 | 251
PACZ | Range_Small | 25 | 112 | 1114070974809 | 0.00635783 | 51.6998 | 0 | 199
PACZ | Range_Small | 26 | 10041 | 126092449167870 | 0.102997 | 51.6998 | 0 | 1211
PACZ | Range_Small | 27 | 211 | 2249634421563 | 0.0073115 | 51.6998 | 0 | 193
PACZ | Range_Small | 28 | 1520 | 16794308980251 | 0.0232855 | 51.6998 | 0 | 417
PACZ | Range_Small | 29 | 292 | 3631186471968 | 0.00866254 | 51.6998 | 0 | 235
PACZ | Range_Small | 30 | 776 | 6104247371259 | 0.017643 | 51.6998 | 0 | 345
PACZ | Range_Small | 31 | 490 | 5040720059970 | 0.0103315 | 51.6998 | 0 | 251
PACZ | Range_Small | 32 | 301 | 4110858439935 | 0.00834465 | 51.6998 | 0 | 221
PACZ | Range_Small | 33 | 1006 | 14063270589069 | 0.0143846 | 51.6998 | 0 | 315
PACZ | Range_Small | 34 | 478 | 4872359246832 | 0.0116825 | 51.6998 | 0 | 241
PACZ | Range_Small | 35 | 3275 | 39149671130712 | 0.0336965 | 51.6998 | 0 | 465
PACZ | Range_Small | 36 | 664 | 7781204556087 | 0.0120004 | 51.6998 | 0 | 273
PACZ | Range_Small | 37 | 22333 | 269161170369357 | 0.235717 | 51.6998 | 0 | 2201
PACZ | Range_Small | 38 | 131 | 1283312935278 | 0.00564257 | 51.6998 | 0 | 177
PACZ | Range_Small | 39 | 228 | 2511831968208 | 0.00905991 | 51.6998 | 0 | 215
PACZ | Range_Small | 40 | 595 | 7095499341654 | 0.00898043 | 51.6998 | 0 | 215
PACZ | Range_Small | 41 | 548 | 6701701073295 | 0.0103315 | 51.6998 | 0 | 237
