Algo | QType | QID | Count | Hash | Time_ms | Mem_Tree_MB | Mem_Delta_MB | Nodes
PACZ | Range_Small | 0 | 9 | 20788551759 | 0.00532468 | 66.2733 | 0 | 127
PACZ | Range_Small | 1 | 1373 | 16259804961021 | 0.0259876 | 66.2733 | 0 | 335
PACZ | Range_Small | 2 | 6796 | 82726506744252 | 0.0976721 | 66.2733 | 0 | 985
PACZ | Range_Small | 3 | 371 | 4829080616076 | 0.0113646 | 66.2733 | 0 | 189
PACZ | Range_Small | 4 | 141 | 888579421302 | 0.00532468 | 66.2733 | 0 | 145
PACZ | Range_Small | 5 | 705 | 8735488112448 | 0.0160535 | 66.2733 | 0 | 321
PACZ | Range_Small | 6 | 2048 | 23813646332232 | 0.0363191 | 66.2733 | 0 | 443
PACZ | Range_Small | 7 | 620 | 7602748187346 | 0.015974 | 66.2733 | 0 | 283
PACZ | Range_Small | 8 | 1091 | 13435817908473 | 0.027736 | 66.2733 | 0 | 347
PACZ | Range_Small | 9 | 57 | 777423174663 | 0.00667572 | 66.2733 | 0 | 201
PACZ | Range_Small | 10 | 969 | 10112965499112 | 0.0256697 | 66.2733 | 0 | 267
PACZ | Range_Small | 11 | 2052 | 24338059411011 | 0.0286102 | 66.2733 | 0 | 409
PACZ | Range_Small | 12 | 1199 | 14303500545351 | 0.0196298 | 66.2733 | 0 | 275
PACZ | Range_Small | 13 | 250 | 1670387027874 | 0.00834465 | 66.2733 | 0 | 215
PACZ | Range_Small | 14 | 475 | 7530035231994 | 0.018994 | 66.2733 | 0 | 257
PACZ | Range_Small | 15 | 1037 | 12388839646521 | 0.026385 | 66.2733 | 0 | 361
PACZ | Range_Small | 16 | 5265 | 65308954780017 | 0.0642935 | 66.2733 | 0 | 785
PACZ | Range_Small | 17 | 454 | 5528240986689 | 0.00866254 | 66.2733 | 0 | 221
PACZ | Range_Small | 18 | 6867 | 85434786852858 | 0.077645 | 66.2733 | 0 | 911
PACZ | Range_Small | 19 | 750 | 5031868571844 | 0.0139872 | 66.2733 | 0 | 309
PACZ | Range_Small | 20 | 978 | 14348766847605 | 0.015974 | 66.2733 | 0 | 267
PACZ | Range_Small | 21 | 70 | 620525009934 | 0.00500679 | 66.2733 | 0 | 165
PACZ | Range_Small | 22 | 1292 | 13395174726603 | 0.0209808 | 66.2733 | 0 | 351
PACZ | Range_Small | 23 | 1325 | 15463221452283 | 0.0212987 | 66.2733 | 0 | 315
PACZ | Range_Small | 24 | 1681 | 18449898960912 | 0.044028 | 66.2733 | 0 | 461
PACZ | Range_Small | 25 | 14994 | 183331855531767 | 0.169992 | 66.2733 | 0 | 1825
PACZ | Range_Small | 26 | 553 | 6813876397596 | 0.0107288 | 66.2733 | 0 | 261
PACZ | Range_Small | 27 | 11145 | 137344587298200 | 0.111659 | 66.2733 | 0 | 1435
PACZ | Range_Small | 28 | 1375 | 14949813012678 | 0.026385 | 66.2733 | 0 | 415
PACZ | Range_Small | 29 | 1598 | 19779361274475 | 0.0212987 | 66.2733 | 0 | 395
PACZ | Range_Small | 30 | 1275 | 20208516215685 | 0.0153383 | 66.2733 | 0 | 295
PACZ | Range_Small | 31 | 1882 | 24668022659889 | 0.022014 | 66.2733 | 0 | 359
PACZ | Range_Small | 32 | 353 | 2082981095409 | 0.00898043 | 66.2733 | 0 | 223
PACZ | Range_Small | 33 | 1496 | 14796905362914 | 0.0306765 | 66.2733 | 0 | 399
PACZ | Range_Small | 34 | 726 | 7923556603629 | 0.0170072 | 66.2733 | 0 | 267
PACZ | Range_Small | 35 | 1 | 11882721588 | 0.000635783 | 66.2733 | 0 | 31
PACZ | Range_Small | 36 | 13268 | 153872291704854 | 0.199318 | 66.2733 | 0 | 1711
PACZ | Range_Small | 37 | 955 | 11609509502298 | 0.0263055 | 66.2733 | 0 | 369
PACZ | Range_Small | 38 | 2912 | 30033133156881 | 0.0429948 | 66.2733 | 0 | 507
PACZ | Range_Small | 39 | 2035 | 25209995598045 | 0.0299613 | 66.2733 | 0 | 463
PACZ | Range_Small | 40 | 2675 | 33293163433797 | 0.0437101 | 66.2733 | 0 | 471
PACZ | Range_Small | 41 | 1124 | 13810066535886 | 0.0276566 | 66.2733 | 0 | 329
PACZ | Range_Small | 42 | 438 | 4912394833932 | 0.0196298 | 66.2733 | 0 | 299
PACZ | Range_Small | 43 | 453 | 3747003338196 | 0.0107288 | 66.2733 | 0 | 253
PACZ | Range_Small | 44 | 848 | 9134132447835 | 0.0193119 | 66.2733 | 0 | 319
PACZ | Range_Small | 45 | 1899 | 27053155358355 | 0.0286897 | 66.2733 | 0 | 405
PACZ | Range_Small | 46 | 617 | 7338390432096 | 0.0212987 | 66.2733 | 0 | 273
PACZ | Range_Small | 47 | 2463 | 26232957106497 | 0.0473658 | 66.2733 | 0 | 499
PACZ | Range_Small | 48 | 3412 | 41093150984100 | 0.0476837 | 66.2733 | 0 | 489
PACZ | Range_Small | 49 | 3198 | 39633821189823 | 0.0495911 | 66.2733 | 0 | 573
PACZ | Range_Small | 50 | 2847 | 29221806369978 | 0.0356833 | 66.2733 | 0 | 459
PACZ | Range_Small | 51 | 998 | 11906392514940 | 0.0230471 | 66.2733 | 0 | 265
PACZ | Range_Small | 52 | 224 | 3014791971522 | 0.0180403 | 66.2733 | 0 | 253
PACZ | Range_Small | 53 | 2745 | 29406120040032 | 0.0496705 | 66.2733 | 0 | 539
PACZ | Range_Small | 54 | 1787 | 23104143055047 | 0.026385 | 66.2733 | 0 | 361
PACZ | Range_Small | 55 | 343 | 4456245219681 | 0.00866254 | 66.2733 | 0 | 229
PACZ | Range_Small | 56 | 454 | 5294873777619 | 0.0103315 | 66.2733 | 0 | 247
PACZ | Range_Small | 57 | 650 | 5964189631566 | 0.0212987 | 66.2733 | 0 | 273
PACZ | Range_Small | 58 | 4384 | 58401329268579 | 0.0553131 | 66.2733 | 0 | 615
PACZ | Range_Small | 59 | 1043 | 14403013208487 | 0.0156562 | 66.2733 | 0 | 285
PACZ | Range_Small | 60 | 325 | 4941341427939 | 0.0112851 | 66.2733 | 0 | 225
PACZ | Range_Small | 61 | 1010 | 14137623621363 | 0.0226498 | 66.2733 | 0 | 339
PACZ | Range_Small | 62 | 233 | 2715618551346 | 0.00905991 | 66.2733 | 0 | 221
PACZ | Range_Small | 63 | 831 | 5894397017094 | 0.015974 | 66.2733 | 0 | 317
PACZ | Range_Small | 64 | 763 | 5989241884779 | 0.0206629 | 66.2733 | 0 | 329
PACZ | Range_Small | 65 | 1267 | 9489416081814 | 0.0230471 | 66.2733 | 0 | 363
PACZ | Range_Small | 66 | 4279 | 58021456705536 | 0.0456969 | 66.2733 | 0 | 625
PACZ | Range_Small | 67 | 175 | 2181453296283 | 0.00667572 | 66.2733 | 0 | 161
PACZ | Range_Small | 68 | 641 | 8804881921728 | 0.0163714 | 66.2733 | 0 | 261
PACZ | Range_Small | 69 | 222 | 3013657319190 | 0.0073115 | 66.2733 | 0 | 199
PACZ | Range_Small | 70 | 1402 | 19763860253079 | 0.0203451 | 66.2733 | 0 | 377
PACZ | Range_Small | 71 | 713 | 6437105307879 | 0.0143051 | 66.2733 | 0 | 277
PACZ | Range_Small | 72 | 5838 | 77203831576137 | 0.0843207 | 66.2733 | 0 | 805
PACZ | Range_Small | 73 | 1064 | 14587562381349 | 0.0162919 | 66.2733 | 0 | 325
PACZ | Range_Small | 74 | 114 | 1477330624704 | 0.00627836 | 66.2733 | 0 | 195
PACZ | Range_Small | 75 | 831 | 9798474330993 | 0.0209808 | 66.2733 | 0 | 259
PACZ | Range_Small | 76 | 1 | 7644815535 | 0.00572205 | 66.2733 | 0 | 37
PACZ | Range_Small | 77 | 516 | 4674890154291 | 0.0156562 | 66.2733 | 0 | 267
PACZ | Range_Small | 78 | 1035 | 9660210871398 | 0.0229677 | 66.2733 | 0 | 353
PACZ | Range_Small | 79 | 17461 | 211185768795171 | 0.228008 | 66.2733 | 0 | 2105
PACZ | Range_Small | 80 | 5140 | 63016370135268 | 0.0750224 | 66.2733 | 0 | 761
PACZ | Range_Small | 81 | 518 | 6994941660525 | 0.0166893 | 66.2733 | 0 | 323
PACZ | Range_Small | 82 | 52 | 616290663198 | 0.0103315 | 66.2733 | 0 | 185
PACZ | Range_Small | 83 | 2326 | 27910934362134 | 0.0269413 | 66.2733 | 0 | 405
PACZ | Range_Small | 84 | 900 | 10780851496470 | 0.011603 | 66.2733 | 0 | 257
PACZ | Range_Small | 85 | 913 | 12892044927669 | 0.0263055 | 66.2733 | 0 | 367
PACZ | Range_Small | 86 | 126 | 1349855109654 | 0.00603994 | 66.2733 | 0 | 169
PACZ | Range_Small | 87 | 357 | 4442580993597 | 0.0103315 | 66.2733 | 0 | 237
PACZ | Range_Small | 88 | 400 | 5461572418671 | 0.0112851 | 66.2733 | 0 | 253
PACZ | Range_Small | 89 | 1660 | 19790175424551 | 0.0256697 | 66.2733 | 0 | 385
PACZ | Range_Small | 90 | 424 | 5062076658918 | 0.00667572 | 66.2733 | 0 | 181
PACZ | Range_Small | 91 | 17892 | 215501662558095 | 0.20798 | 66.2733 | 0 | 2141
PACZ | Range_Small | 92 | 68 | 711936688554 | 0.0120004 | 66.2733 | 0 | 207
PACZ | Range_Small | 93 | 1388 | 16669149805662 | 0.0216961 | 66.2733 | 0 | 313
PACZ | Range_Small | 94 | 590 | 4809159101088 | 0.0147025 | 66.2733 | 0 | 339
PACZ | Range_Small | 95 | 366 | 3799467444795 | 0.0183582 | 66.2733 | 0 | 259
PACZ | Range_Small | 96 | 3 | 13202195721 | 0.00405312 | 66.2733 | 0 | 149
PACZ | Range_Small | 97 | 595 | 7274286672654 | 0.011603 | 66.2733 | 0 | 273
PACZ | Range_Small | 98 | 81 | 1128973572297 | 0.00564257 | 66.2733 | 0 | 153
PACZ | Range_Small | 99 | 1352 | 13981591957695 | 0.0259876 | 66.2733 | 0 | 387
PACZ | Range_Medium | 0 | 49560 | 601547022409605 | 0.523011 | 66.2733 | 0 | 4357
PACZ | Range_Medium | 1 | 97020 | 1132863562800477 | 1.09935 | 66.2733 | 0 | 8859
PACZ | Range_Medium | 2 | 43108 | 452987013826110 | 0.38298 | 66.2733 | 0 | 4009
PACZ | Range_Medium | 3 | 3702 | 38676176249253 | 0.036637 | 66.2733 | 0 | 535
PACZ | Range_Medium | 4 | 42814 | 570685370610720 | 0.408014 | 66.2733 | 0 | 3771
PACZ | Range_Medium | 5 | 41979 | 461183285314941 | 0.467062 | 66.2733 | 0 | 3763
PACZ | Range_Medium | 6 | 62394 | 657912262231494 | 0.633001 | 66.2733 | 0 | 5399
PACZ | Range_Medium | 7 | 23216 | 253781791066236 | 0.195026 | 66.2733 | 0 | 2345
PACZ | Range_Medium | 8 | 42760 | 480597309326610 | 0.464678 | 66.2733 | 0 | 3861
PACZ | Range_Medium | 9 | 18791 | 230045589113397 | 0.188669 | 66.2733 | 0 | 1939
PACZ | Range_Medium | 10 | 26382 | 321570114905211 | 0.209332 | 66.2733 | 0 | 2571
PACZ | Range_Medium | 11 | 26907 | 358790044374951 | 0.257015 | 66.2733 | 0 | 2625
PACZ | Range_Medium | 12 | 60964 | 623670158682036 | 0.583967 | 66.2733 | 0 | 5385
PACZ | Range_Medium | 13 | 6252 | 78215968356843 | 0.0706514 | 66.2733 | 0 | 721
PACZ | Range_Medium | 14 | 53730 | 740377103754582 | 0.482321 | 66.2733 | 0 | 4665
PACZ | Range_Medium | 15 | 84959 | 1000878980376150 | 1.19964 | 66.2733 | 0 | 7969
PACZ | Range_Medium | 16 | 12070 | 139627579050480 | 0.121037 | 66.2733 | 0 | 1557
PACZ | Range_Medium | 17 | 31667 | 385696418153490 | 0.257333 | 66.2733 | 0 | 2875
PACZ | Range_Medium | 18 | 5997 | 73643509895325 | 0.0589689 | 66.2733 | 0 | 731
PACZ | Range_Medium | 19 | 2 | 16320499632 | 0.000953674 | 66.2733 | 0 | 31
PACZ | Range_Medium | 20 | 63701 | 744522148114641 | 0.607967 | 66.2733 | 0 | 5623
PACZ | Range_Medium | 21 | 50468 | 619650467377872 | 0.47334 | 66.2733 | 0 | 4499
PACZ | Range_Medium | 22 | 99301 | 1167317451559374 | 1.10833 | 66.2733 | 0 | 9015
PACZ | Range_Medium | 23 | 8540 | 100631107636473 | 0.0766913 | 66.2733 | 0 | 893
PACZ | Range_Medium | 24 | 14557 | 152611906305603 | 0.136058 | 66.2733 | 0 | 1527
